"mes","id_ihfintech_loan","categoria","origen","saldo"
"agosto","454c1008-23d9-4fdf-a1dc-a79e8534ac76","1. EN AMBOS","nuevos","4883.2"
"agosto","819bc8b1-2736-4587-b8e3-24a59d3075d4","1. EN AMBOS","nuevos","1216.09"
"agosto","78060eaf-64f9-45f4-8fd1-71456f63f725","1. EN AMBOS","nuevos","4063.8"
"agosto","eefbdad3-0f8a-490b-92ef-9bac61a681e2","1. EN AMBOS","nuevos","1457.65"
"agosto","4740f36f-8ae6-40bf-bdaf-f174d920ce86","1. EN AMBOS","nuevos","2925.84"
"agosto","8b19cf09-567e-457c-b223-0eedca60cecf","1. EN AMBOS","nuevos","190.79"
"agosto","7fe1c0ec-ac02-4eeb-b396-571966c28a26","1. EN AMBOS","nuevos","104.41"
"agosto","f899415c-7d33-4b56-84f2-a60e111161d1","1. EN AMBOS","nuevos","890.39"
"agosto","4dc4d004-a0e0-4c66-a8b7-0d19402bf623","1. EN AMBOS","nuevos","2565.3"
"agosto","8e05b9eb-c1b6-4ff5-a95a-13b1f0a4c8c5","1. EN AMBOS","nuevos","365.7"
"agosto","8a28d486-5722-4e66-b03d-36ee3534f586","1. EN AMBOS","nuevos","3202.5"
"agosto","f9222c0c-79f0-4a93-b722-e02fb6578112","1. EN AMBOS","nuevos","1599.95"
"agosto","571c1d89-80ad-4906-bef4-3518a5ff0bb2","1. EN AMBOS","nuevos","4126.12"
"agosto","8e2831b8-226d-4033-8556-74add503f364","1. EN AMBOS","nuevos","319.5"
"agosto","9b328e36-5f2f-46e3-bcd2-d7f2c9185c6c","1. EN AMBOS","nuevos","852.53"
"agosto","b523a6c8-0991-49fc-a142-ce9b3fa3a352","1. EN AMBOS","stock","156.51"
"agosto","5a1f378a-a27a-44e8-9114-fa47ecb2ce77","1. EN AMBOS","nuevos","277.15"
"agosto","977a7dcc-1754-4141-822a-1869a26fcf4d","1. EN AMBOS","nuevos","1118.8"
"agosto","9be2a74c-2419-4d11-97a6-c4f127cc9b17","1. EN AMBOS","nuevos","190.97"
"agosto","13d64c4d-be06-4de2-8805-72d3b3e84703","1. EN AMBOS","stock","1054.15"
"agosto","5a55a4df-0095-4425-a6e8-7ed0d7421e24","1. EN AMBOS","nuevos","1661.19"
"agosto","a0d6b1f4-b767-4a9d-b2d3-bc94889ff23b","1. EN AMBOS","nuevos","676.08"
"agosto","a3200aec-270a-4203-b6e0-9cf8088e769d","1. EN AMBOS","nuevos","1215.46"
"agosto","c38ac632-1d00-4642-9fe5-8bd7da25b179","1. EN AMBOS","stock","893.72"
"agosto","6d6252d4-40ce-493d-a06c-5cf912095b05","1. EN AMBOS","nuevos","1789.51"
"agosto","a72054ec-720d-4c8a-ba82-0244d415d883","1. EN AMBOS","nuevos","47.39"
"agosto","a402e2e5-5545-4402-a332-5fd15178311c","1. EN AMBOS","nuevos","624.29"
"agosto","a77a6dce-8e42-45dd-a802-d8f888ce6815","1. EN AMBOS","stock","277.16"
"agosto","75300ac1-ca87-4280-9e39-b6af3425182d","1. EN AMBOS","nuevos","1963.34"
"agosto","ada44a3f-6756-4bb6-8f68-d3989c118308","1. EN AMBOS","nuevos","274.63"
"agosto","a4ad4c31-fffc-42c9-a1d7-1aef9f9fa6fd","1. EN AMBOS","nuevos","763.92"
"agosto","4b0e2cde-6a8c-4055-b111-06b420bd838d","1. EN AMBOS","stock","837.37"
"agosto","755beb42-91b4-4668-ac3e-0bbc06736d6c","1. EN AMBOS","nuevos","319.35"
"agosto","b0f50aac-94d1-4ff5-9bd6-aac0c5c8458f","1. EN AMBOS","nuevos","5210.0"
"agosto","a52bf5d0-866a-4b62-a57c-1a498d77dea9","1. EN AMBOS","nuevos","2960.9"
"agosto","d2a8ff6a-5c31-49bc-871d-82de275a201b","1. EN AMBOS","stock","177.57"
"agosto","816ad2f2-d5a6-4340-8787-62897f2e5804","1. EN AMBOS","nuevos","3372.8"
"agosto","b47d43ad-5752-4998-ba3f-5c7955f27e2b","1. EN AMBOS","nuevos","296.33"
"agosto","a7cbbaff-e016-4e84-8a47-d6692908bc9f","1. EN AMBOS","nuevos","497.58"
"agosto","6fc5c682-a3ac-4e1e-a4dc-2e8b66aaee98","1. EN AMBOS","stock","1442.26"
"agosto","8b5c073c-6cc4-44ea-b595-19146505a7f1","1. EN AMBOS","nuevos","951.97"
"agosto","c4ee4b7e-9ded-4bdf-98d5-5ebb3b18ade9","1. EN AMBOS","nuevos","1308.21"
"agosto","b77da685-a17e-4f2e-9630-579db73029f6","1. EN AMBOS","nuevos","176.57"
"agosto","dd4f7329-4622-47c3-a851-bc20f7479512","1. EN AMBOS","stock","1351.56"
"agosto","8f859048-a0db-4afe-9d43-4406a36be456","1. EN AMBOS","nuevos","522.57"
"agosto","c901698f-b476-4694-bee2-86827d87f4c8","1. EN AMBOS","nuevos","284.81"
"agosto","c2d67a06-b8c2-44cf-859e-c17013b95825","1. EN AMBOS","nuevos","875.59"
"agosto","24b918a0-528c-4491-9e1c-870534647f1e","1. EN AMBOS","stock","1243.55"
"agosto","978b53fc-546b-4e57-a785-828d24640e4f","1. EN AMBOS","nuevos","1619.67"
"agosto","d52a1f14-98da-401a-a358-3a278897d28e","1. EN AMBOS","nuevos","502.99"
"agosto","c36d40bc-1d3c-4909-a35a-102fa4efb16a","1. EN AMBOS","nuevos","915.18"
"agosto","2e252164-3082-4829-b29a-245b5c06dbfd","1. EN AMBOS","stock","477.93"
"agosto","9bdd59c6-fd3b-4e13-8ebb-58b262b359c2","1. EN AMBOS","nuevos","1408.86"
"agosto","e230aa73-c569-4d4e-9a49-7741c3c062d8","1. EN AMBOS","nuevos","1222.35"
"agosto","c45d5b90-45b4-45d6-9cba-6905cc796027","1. EN AMBOS","nuevos","2718.13"
"agosto","4f482736-42dd-41ef-99db-46b3fd047eb3","1. EN AMBOS","stock","566.3"
"agosto","a6bd097b-5ca7-4f9d-8a48-34c909ef03e6","1. EN AMBOS","nuevos","1013.13"
"agosto","f146bd5a-3ada-4105-a06f-655d9e655fbc","1. EN AMBOS","nuevos","319.8"
"agosto","c96761cc-c079-4ef7-bd42-0757ca9c4a1b","1. EN AMBOS","nuevos","1876.54"
"agosto","a3986150-3935-4021-ae17-77b69dc795bc","1. EN AMBOS","stock","2911.52"
"agosto","a9cbda2e-ff14-4102-8f8d-6a824366acfe","1. EN AMBOS","nuevos","287.77"
"agosto","fcec976a-0343-48f0-a40f-0db9b787f3ea","1. EN AMBOS","stock","582.31"
"agosto","ca392cce-bcd0-4565-961c-7a2939427f01","1. EN AMBOS","nuevos","241.02"
"agosto","d35762e3-6736-421e-b7c0-d9ecd4470b0d","1. EN AMBOS","stock","222.9"
"agosto","ac2cb091-a1b9-4e85-b8d4-a76f2583b4b7","1. EN AMBOS","nuevos","874.47"
"agosto","fc380ed8-b955-46d4-b72a-8eb1fede6748","1. EN AMBOS","stock","553.84"
"agosto","caac770c-0914-40a6-b4ce-726e8bb0aaef","1. EN AMBOS","nuevos","158.94"
"agosto","29bb4c0e-94bf-4729-acab-92c3f4a43304","1. EN AMBOS","stock","1632.66"
"agosto","aefdb554-06df-427c-a3fc-5398ddb7c529","1. EN AMBOS","nuevos","425.29"
"agosto","88fc88bd-ba98-4405-bd3c-e43c72b2fd52","1. EN AMBOS","stock","684.98"
"agosto","cdf0ad8b-0444-411c-854a-461fc936f3ac","1. EN AMBOS","nuevos","3292.72"
"agosto","05fac7e9-8a3d-4de0-baa9-20065de010ec","1. EN AMBOS","stock","7601.71"
"agosto","b139df20-94ed-4f3c-b12f-52211c7e2a52","1. EN AMBOS","nuevos","70.58"
"agosto","3cc70434-541f-44f0-b64c-e5c0617c00c3","1. EN AMBOS","stock","351.13"
"agosto","d10d17c7-7869-4d68-9ee7-7cfd76614162","1. EN AMBOS","nuevos","1559.07"
"agosto","b3e9ea3c-ad0e-4a9c-a143-d3ae5157a1df","1. EN AMBOS","stock","2637.48"
"agosto","b2332702-035e-4bd1-be7a-b2075a21b96f","1. EN AMBOS","nuevos","295.88"
"agosto","fd9b0cde-031d-409c-ab10-950135979aa7","1. EN AMBOS","stock","729.11"
"agosto","d51531b2-9c8c-4409-8010-81a5d0cfaa31","1. EN AMBOS","nuevos","682.92"
"agosto","e5baefc5-84e6-4687-bfb6-6c08ac5a2d26","1. EN AMBOS","stock","2202.68"
"agosto","b8d5d222-cd50-461d-88eb-7419f12dc3f4","1. EN AMBOS","nuevos","493.44"
"agosto","6959db34-3a8b-4074-8f6c-1acdbc0337f8","1. EN AMBOS","stock","2441.58"
"agosto","e3c30645-7063-4cbf-aeb3-77458fb12595","1. EN AMBOS","nuevos","820.43"
"agosto","779e5975-04d6-4e7c-9cc1-0c3207be2046","1. EN AMBOS","stock","3274.36"
"agosto","ba804579-4c27-421a-8ee3-364dc46d485b","1. EN AMBOS","nuevos","2073.08"
"agosto","b9f6b287-a9be-4dba-a5fe-66c0ac943681","1. EN AMBOS","stock","807.2"
"agosto","f504c632-1166-4f25-bed7-694cfdee9a66","1. EN AMBOS","nuevos","539.29"
"agosto","742b897c-f3a7-4039-8a65-90120a753110","1. EN AMBOS","stock","379.9"
"agosto","bdd80a91-02cf-4a35-b37a-abfc6e8d0332","1. EN AMBOS","nuevos","1527.0"
"agosto","41fc6182-403a-486e-b55e-bf3d131592a3","1. EN AMBOS","stock","1524.32"
"agosto","fc10a2eb-75c6-464f-9553-81853456ff85","1. EN AMBOS","nuevos","2072.0"
"agosto","8bb3a027-2646-4b76-9785-1f46d30e9ce8","1. EN AMBOS","stock","485.53"
"agosto","615fb2f2-9a24-4ac5-a2d6-9e40fced35be","1. EN AMBOS","stock","768.4"
"agosto","09dd6431-6d36-4584-b552-bacda33bd526","1. EN AMBOS","stock","661.9"
"agosto","c3c93647-7a69-4486-b78c-4f2e6a14d796","1. EN AMBOS","stock","1593.68"
"agosto","733d8933-0ccd-45ea-9f69-3624f71e0319","1. EN AMBOS","stock","2063.6"
"agosto","07388772-0a13-4ee0-abb6-c2b702a8fff8","1. EN AMBOS","stock","290.92"
"agosto","9489d9ab-391b-4237-9f3f-22e239257245","1. EN AMBOS","stock","210.24"
