"mes","id_ihfintech_loan","categoria","origen","saldo"
"julio","8597972e-3b19-42e2-b762-b4c221ab5e1d","1. EN AMBOS","nuevos","894.71"
"julio","d9a3f188-64f0-42ad-8ab9-c06e2e46a488","1. EN AMBOS","stock","236.3"
"julio","383ca051-9a51-4864-8344-184efc5b1ba7","1. EN AMBOS","nuevos","2071.43"
"julio","bdbbc0f8-32db-4512-a4cc-32beee1c20b9","1. EN AMBOS","stock","1006.07"
"julio","85c92387-ab13-4612-8fdf-b83c5698c12a","1. EN AMBOS","nuevos","431.8"
"julio","4c042937-d8de-4d8c-8e77-8ce602cd9a90","1. EN AMBOS","stock","400.74"
"julio","3bfb44a4-da35-4cb0-a5f4-52bc60d44545","1. EN AMBOS","nuevos","807.31"
"julio","d605aeb2-f68c-42ff-9d8c-9db8df0a0e45","1. EN AMBOS","stock","1926.01"
"julio","8ecf4130-d8cd-4ba3-aa27-b481be037fe8","1. EN AMBOS","nuevos","1336.86"
"julio","7422484a-12e4-4d26-957b-d0ee0cc6ed1c","1. EN AMBOS","stock","2436.35"
"julio","3d69610e-b56f-4842-8ec9-b9232a9d235d","1. EN AMBOS","nuevos","790.72"
"julio","f5ab4ea4-60a1-4203-9de0-5fcb8c201a1f","1. EN AMBOS","stock","1275.34"
"julio","90012420-a74e-49b9-a99d-2a2fa246d784","1. EN AMBOS","nuevos","1235.67"
"julio","71efe488-48be-4f32-ac73-a029f16109bd","1. EN AMBOS","stock","1809.69"
"julio","471b202c-843e-44e4-9526-00c0bb25f341","1. EN AMBOS","nuevos","491.72"
"julio","5c39bd67-ff67-4c3f-a22f-f01ab0d1dbb1","1. EN AMBOS","stock","1956.47"
