"id_ihfintech_loan","origen","saldo","fecha_entrada","fecha_salida","dias_hasta_pago"
"d2c09c3f-88d5-41ae-b94e-2ca583220096","b. nuevos","1132.87","20260823",,
"d3cde602-6d58-4109-bfea-97ac45c9f90e","b. nuevos","608.84","20260823",,
"d4ae52ed-1a81-4557-98b7-9dbef4d0a0eb","b. nuevos","563.55","20260823",,
"d5fcfc3a-e25d-4c30-a373-df5157857c83","b. nuevos","1024.58","20260823",,
"d64ad7da-617e-4934-af9e-998f9576c85f","b. nuevos","1465.31","20260823",,
"d64e7f5a-3508-4509-be2d-4069829f5415","b. nuevos","1206.54","20260823",,
"d6bfbf50-ea78-4bef-b1b1-542e869813f2","b. nuevos","670.73","20260823",,
"d6feb2e0-de77-4762-8324-effc51c7036c","b. nuevos","3261.59","20260823",,
"d716e498-ee91-4482-b5a5-19ab52fa7645","b. nuevos","317.22","20260823",,
"d759375c-76c5-480f-adcb-53538b86cf8b","b. nuevos","142.9","20260823",,
"d900ce2d-0eb8-4f6c-9c60-5dcfc97162b5","b. nuevos","2341.44","20260823",,
"d95a4eba-bd01-4064-a2c2-9394d2ea5dce","b. nuevos","1187.13","20260823",,
"d9b6abcc-6639-4c8f-9125-c2fcb6d98f18","b. nuevos","468.15","20260823",,
"ddbb8eae-3a2d-4edd-b43d-ad5a498a93a9","b. nuevos","674.96","20260823",,
"ddc39480-0003-404b-9088-30ece13dca18","b. nuevos","476.69","20260823",,
"e0fb2ed2-9286-4bd7-904f-fd147d14425c","b. nuevos","718.28","20260823",,
"e10f6371-0706-4bff-81f8-0bf77d1474ce","b. nuevos","2877.41","20260823",,
"e21af1cd-19e3-4e8b-99bc-446b5cfdff6b","b. nuevos","1063.56","20260823",,
"e21c6c11-01a3-40d1-b205-89dbbf946ffe","b. nuevos","1531.5","20260823",,
"e24f5828-765a-4c87-b04f-f3c784fb0bd6","b. nuevos","247.04","20260823",,
"e2ad936a-37c2-419e-8b40-14734f8e02b1","b. nuevos","9364.23","20260823",,
"e2b2f2da-4341-4f6a-ac40-971564c28e65","b. nuevos","1144.93","20260823",,
"e35c012e-1c7c-4bbc-8c19-da34dfa718af","b. nuevos","520.1","20260823",,
"e6b39658-7f69-461e-8b4c-1aa4794cfcdf","b. nuevos","1072.41","20260823",,
"e6de9bca-2d91-45f2-8989-77d59851a309","b. nuevos","3593.9","20260823",,
"e75d58ed-70d0-48f0-9047-d8e16874668f","b. nuevos","522.26","20260823",,
"e7e678ab-9106-46ab-a422-d839c79c3a1f","b. nuevos","2704.0","20260823",,
"e8304569-1c68-4fb4-954c-628f4a9321a7","b. nuevos","1098.84","20260823",,
"e8eec3f4-2466-4957-bfc1-35d52600633a","b. nuevos","229.47","20260823",,
"e90c380d-8093-47a5-a986-9d97f1aff9c9","b. nuevos","14981.73","20260823",,
"e9d0ab37-64c6-435f-8d7c-270323d786d1","b. nuevos","227.83","20260823",,
"edeb7f1f-2d13-4b20-af3a-25d326bcf21e","b. nuevos","280.9","20260823",,
"ee23c7a8-e7d6-4daa-b51c-48153f6c385f","b. nuevos","3394.97","20260823",,
"f1f7cf76-a983-4f40-bd0d-349d7f4e362b","b. nuevos","520.35","20260823",,
"f29036f6-3198-46db-9709-bad525b3259c","b. nuevos","925.97","20260823",,
"f5169596-b09c-4900-ab7b-65550db2d410","b. nuevos","762.01","20260823",,
"f6cd0d45-d0b9-4bf9-b019-f286945d7430","b. nuevos","1586.35","20260823",,
"faff1912-d7f8-4152-ac38-8db7e65a1aab","b. nuevos","95.63","20260823",,
"fb5d148e-6f48-439c-91b5-84d67cb0a1e5","b. nuevos","187.59","20260823",,
"fb70e14a-c8f3-4dbe-805f-eaadee601b23","b. nuevos","1729.29","20260823",,
